Epoch	Train EM	Train F1	Dev EM	Dev F1
6	34.42805744699831	38.45242484612359	37.39513422818792	40.0914429530202
2	26.952811394249355	30.78383039457624	29.289010067114095	32.001992449664506
7	35.48363117361958	39.59818322381082	38.09773489932886	40.74528104026852
3	30.106152062085577	33.98241206030125	33.30536912751678	35.91883389261747
5	33.35910320834944	37.281511105824535	36.723993288590606	39.29226090604032
1	23.31777229341976	27.036023311825492	26.4366610738255	29.04100251677856
4	31.906574291576224	35.83562784335842	34.82592281879195	37.534081375838966
0	16.101216139870953	19.51046653385283	21.791107382550333	24.80054530201345
8	36.45297493384081	40.557223989770634	38.726929530201346	41.42932046979873
